Time Started : 2024-07-31 09:03:17.8276

00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 27 (TCP_NODELAY set)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 28 (Immediate connect fail for 54.81.51.17: Connection refused)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 29 (  Trying 18.233.60.2...)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 30 (TCP_NODELAY set)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 31 (Immediate connect fail for 18.233.60.2: Connection refused)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 32 (  Trying 34.225.220.202...)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 33 (TCP_NODELAY set)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 34 (Immediate connect fail for 34.225.220.202: Connection refused)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 35 (  Trying 54.85.204.73...)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 36 (TCP_NODELAY set)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 37 (Immediate connect fail for 54.85.204.73: Connection refused)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 38 (Closing connection 1)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] Lockout of 4.273690s on https://api.epicgames.dev/sdk/v1/default?platformId=WIN
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: invalid HTTP response code received. URL: https://api.epicgames.dev/telemetry/data/datarouter/api/v1/public/data?SessionID=%7B22C0D285-42EF-9757-9C07-318438813BEB%7D&AppID=EOSSDK.PhaseRelease.ReleaseBuild&AppVersion=1.15.3-21924193%20-%20%2B%2BEOSSDK%2BRelease-1.15.3-CL-21924193&UserID=&AppEnvironment=Production&UploadType=sdkevents, HTTP code: 0, content length: 0, actual payload size: 0
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: request failed, libcurl error: 7 (Couldn't connect to server)
00:00:11.959 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BBC0FEA00: libcurl info message cache 0 (Hostname api.epicgames.dev was found in DNS cache)
